"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station"
"1488",,"Dudley St @ Adams St",,"42.327686","-71.077263",,,,
"1489",,"Dudley St @ Dearborn St",,"42.328537","-71.079124",,,,
"1490",,"Dudley St @ Winslow St",,"42.328533","-71.08139",,,,
"1491",,"Dudley St @ Warren St",,"42.328693","-71.083321",,,,
"14925",,"Washington St @ Blaney Ave",,"42.520802","-70.934776",,,,
"14929",,"Main St @ Howley St",,"42.522896","-70.919662",,,,
"1493",,"Dudley St @ Greenville St",,"42.328449","-71.081009",,,,
"14935",,"133 Main St.",,"42.522923","-70.920242",,,,
"14936",,"Washington St @ Lincoln Pl",,"42.52113","-70.926849",,,,
"1494",,"Dudley St @ Mt Pleasant Ave",,"42.328465","-71.079384",,,,
"14940",,"79 Lynnfield St opp Norfolk Ave",,"42.516834","-70.950523",,,,
"1495",,"Dudley St @ Adams St",,"42.327747","-71.077522",,,,
"1496",,"381 Dudley St opp Hampden St",,"42.326149","-71.075447",,,,
"1497",,"Dudley St @ Blue Hill Ave",,"42.325092","-71.074959",,,,
"1498",,"Dudley St @ Dennis St",,"42.323811","-71.074036",,,,
"1499",,"Dudley St @ W Cottage St",,"42.321445","-71.072273",,,,
"15",,"Dorchester St @ Vinton St",,"42.330723","-71.054543",,,,
"150",,"Broadway Station - Red Line",,"42.342622","-71.056967",,,,"place-brdwy"
"1500",,"Dudley St @ Howard Ave",,"42.320198","-71.071396",,,,
"15002",,"High St @ Bradlee Rd",,"42.418777","-71.111443",,,,
"1501",,"Dudley St @ Magnolia St",,"42.318844","-71.069542",,,,
"1503",,"Dudley St @ Columbia Rd",,"42.317085","-71.065338",,,,
"15038",,"George St @ Burget Ave",,"42.412861","-71.116524",,,,
"1504",,"Hancock St @ Bird St",,"42.314903","-71.065956",,,,
"15045",,"Spruce St @ Market Basket",,"42.395203","-71.039742",,,,
"15046",,"Spruce St @ Williams St",,"42.392525","-71.044418",,,,
"15047",,"Captains Row @ Commandants Way",,"42.391762","-71.047493",,,,
"15048",,"150 Captains Row",,"42.390873","-71.045685",,,,
"15049",,"Captains Row @ Boatswains Way",,"42.38847","-71.046013",,,,
"1505",,"Hancock St @ Glendale St",,"42.313622","-71.065308",,,,
"15050",,"5 Admirals Way",,"42.38895","-71.046738",,,,
"15052",,"Commandants Way @ Williams St",,"42.392334","-71.044533",,,,
"15053",,"45 Spruce St",,"42.393658","-71.042213",,,,
"15054",,"100 Everett Ave",,"42.394302","-71.03936",,,,
"15055",,"Spruce St @ Everett Ave",,"42.395164","-71.039597",,,,
"15058",,"Boston Regional Medical Ctr",,"42.451015","-71.087944",,,,
"15059",,"Woodland Rd @ Molyneaux Circle",,"42.442623","-71.094246",,,,
"1506",,"Hancock St @ Trull St",,"42.312691","-71.064651",,,,
"15060",,"Highland Ave @ Sturges St",,"42.440769","-71.091911",,,,
"15061",,"Highland Ave @ Waddel St",,"42.438526","-71.089149",,,,
"1507",,"Hancock St @ Howe St",,"42.312008","-71.063652",,,,
"1508",,"Hancock St @ Bowdoin St",,"42.310272","-71.062828",,,,
"15088",,"Harrison Ave opp. East Springfield St.",,"42.335426","-71.074448",,,,
"15089",,"E Concord St @ Albany St",,"42.335186","-71.071823",,,,
"1509",,"Bowdoin St @ Tovar St",,"42.310116","-71.063141",,,,
"15094",,"Washington St @ Savoy St",,"42.342022","-71.067924",,,,
"15095",,"Washington St @ Herald St",,"42.346516","-71.064552",,,,
"1510",,"Bowdoin St @ Hendry St",,"42.308826","-71.064323",,,,
"15100",,"St Peters Sq @ Church",,"42.308113","-71.064369",,,,
"1511",,"Bowdoin St @ Quincy St",,"42.308182","-71.06501",,,,
"1512",,"Bowdoin St @ Hamilton St",,"42.306339","-71.066978",,,,
"1513",,"Bowdoin St @ Olney St",,"42.305305","-71.068298",,,,
"1514",,"Bowdoin St @ Eunice St",,"42.304306","-71.069725",,,,
"1515",,"Bowdoin St @ Geneva Ave",,"42.303513","-71.071426",,,,
"15176",,"Washington St @ Worcester St",,"42.337368","-71.075905",,,,
"1518",,"Brookline Ave opp Yawkey Way",,"42.346909","-71.098923",,,,
"1519",,"Brookline Ave @ Fullerton St",,"42.344788","-71.101151",,,,
"152",,"W Broadway @ A St",,"42.341698","-71.05542",,,,
"1520",,"Brookline Ave @ Park Dr",,"42.343441","-71.102577",,,,
"15201",,"Preble St @ Rogers St",,"42.329235","-71.055389",,,,
"1521",,"Brookline Ave @ Longwood Ave",,"42.33884","-71.10746",,,,
"15216",,"Centre @ Colbert St",,"42.287582","-71.146584",,,,
"1522",,"Brookline Ave @ Deaconess Rd",,"42.338089","-71.108284",,,,
"1523",,"Brookline Ave @ Francis St",,"42.336906","-71.109512",,,,
"15235",,"Washington St @ Rockvale Circle",,"42.307663","-71.106224",,,,
"15236",,"Washington St @ Sylvia St",,"42.310581","-71.103348",,,,
"1524",,"Brookline Ave @ Aspinwall Ave",,"42.334839","-71.111671",,,,
"15241",,"Centre St @ Louders Ln",,"42.30587","-71.124466",,,,
"1525",,"Brookline Ave @ Pearl St",,"42.332817","-71.113831",,,,
"15256",,"Centre St @ Manthorne St",,"42.287323","-71.14994",,,,
"1526",,"Washington St @ Pearl St",,"42.331902","-71.116615",,,,
"1527",,"Walnut St @ High St",,"42.331284","-71.117836",,,,
"1528",,"High St opp Edgehill Rd",,"42.32769","-71.119347",,,,
"1529",,"High St @ Oakland Rd",,"42.326283","-71.120224",,,,
"15291",,"High St @ Cypress St",,"42.324863","-71.121399",,,,
"153",,"W Broadway @ B St",,"42.340656","-71.05381",,,,
"1530",,"Cypress St opp Henry St",,"42.325439","-71.121895",,,,
"1531",,"Cypress St @ Rice St",,"42.327179","-71.124168",,,,
"1532",,"Cypress St @ Walnut St",,"42.328453","-71.125809",,,,
"1533",,"Boylston St @ Clark Rd",,"42.329754","-71.128525",,,,
"1534",,"Boylston St @ Sumner Rd",,"42.329006","-71.132782",,,,
"1535",,"Boylston St  @ Chestnut Hill Av",,"42.326569","-71.142456",,,,
"15351",,"Boylston St @ Timon Ave",,"42.32655","-71.145256",,,,
"1536",,"Boylston St @ Reservoir Rd",,"42.326698","-71.148018",,,,
"15367",,"Main St @ Pleasant St",,"42.425987","-71.067596",,,,
"1537",,"Opp 850 Boylston St",,"42.326836","-71.150154",,,,
"1538",,"Opp 910 Boylston St",,"42.326359","-71.153969",,,,
"1539",,"Boylston St @ Norfolk Rd",,"42.324772","-71.15921",,,,
"154",,"W Broadway @ D St",,"42.338818","-71.050972",,,,
"1540",,"Boylston St @ Hammond St",,"42.32362","-71.163925",,,,
"1541",,"Boylston St @ Randolph Rd",,"42.324501","-71.159065",,,,
"1542",,"910 Boylston St",,"42.326096","-71.153862",,,,
"1543",,"850 Boylston St",,"42.326508","-71.149628",,,,
"15431",,"Centre St @ Jackson St",,"42.425476","-71.070335",,,,
"1544",,"Opp 763 Boylston St",,"42.326286","-71.145485",,,,
"1545",,"Boylston St @ Heath St",,"42.326237","-71.142654",,,,
"1546",,"Boylston St @ Warren St",,"42.32872","-71.132622",,,,
"1547",,"Boylston St @ Kennard Rd",,"42.329506","-71.128426",,,,
"1548",,"Cypress St @ Milton Rd",,"42.329479","-71.126137",,,,
"1549",,"Cypress St @ Walnut",,"42.32856","-71.126038",,,,
"155",,"W Broadway @ E St",,"42.337666","-71.049179",,,,
"1550",,"Cypress St @ Kendall St",,"42.327282","-71.124397",,,,
"1551",,"Cypress St @ Franklin St",,"42.325569","-71.122292",,,,
"1552",,"High St @ Cypress St",,"42.32481","-71.121277",,,,
"1553",,"High St @ Highland Rd",,"42.32608","-71.120193",,,,
"1554",,"High St @ Cumberland Ave",,"42.327877","-71.11911",,,,
"1555",,"Washington @ Walnut",,"42.3316","-71.116158",,,,
"1556",,"678 Brookline Ave opp Pearl St",,"42.332302","-71.114197",,,,
"15566",,"19 Ferry St",,"42.404587","-71.047882",,,,
"1557",,"Brookline Ave opp Aspinwall Ave",,"42.334835","-71.111519",,,,
"1558",,"Brookline Ave @ Francis St",,"42.336899","-71.109367",,,,
"1559",,"Brookline Ave @ Deaconess Rd",,"42.337891","-71.108337",,,,
"156",,"W Broadway @ F St",,"42.336678","-71.047646",,,,
"15618",,"525 Washington St opp Marion St",,"42.243904","-71.176682",,,,
"1562",,"132 Brookline Ave opp Fullerton St",,"42.34478","-71.101006",,,,
"15625",,"Everett Ave @ Revere Beach Pkwy",,"42.402653","-71.041771",,,,
"1563",,"Brookline Ave @ Yawkey Way",,"42.346706","-71.098984",,,,
"1564",,"Brookline Ave @ Newbury St",,"42.348389","-71.097244",,,,
"15645",,"Everett Ave @ Revere Beach Pkwy",,"42.402081","-71.041718",,,,
"15649",,"Summit Ave @ Lafayette Ave",,"42.402435","-71.033714",,,,
"1565",,"Franklin Park Loop @ Zoo entrance",,"42.302269","-71.086388",,,,
"15650",,"Summit Ave @ Chelsea Soldiers Home",,"42.40184","-71.030731",,,,
"15651",,"Summit Ave @ Warren Ave",,"42.401447","-71.029114",,,,
"1566",,"Blue Hill Ave opp Warren St",,"42.309635","-71.082451",,,,
"15660",,"Blue Hill Ave @ Devon St",,"42.310738","-71.081566",,,,
"15661",,"Blue Hill Ave @ Lawrence Ave",,"42.313412","-71.079498",,,,
"1567",,"Blue Hill Ave @ Intervale St",,"42.31179","-71.080742",,,,
"1568",,"Blue Hill Ave @ Creston St",,"42.312588","-71.080093",,,,
"1569",,"Blue Hill Ave @ Quincy St",,"42.314507","-71.078819",,,,
"157",,"W Broadway @ Dorchester St",,"42.335529","-71.045822",,,,
"1570",,"Blue Hill Ave @ Woodcliff St",,"42.316135","-71.078102",,,,
"1571",,"Blue Hill Ave @ Ingleside St",,"42.317329","-71.077927",,,,
"1572",,"Blue Hill Ave @ Julian St",,"42.319191","-71.07769",,,,
"1573",,"Blue Hill Ave @ W Cottage St",,"42.320339","-71.077682",,,,
"1574",,"Blue Hill Ave @ Moreland St",,"42.322788","-71.076668",,,,
"1575",,"Blue Hill Ave @ Winthrop St",,"42.323517","-71.076157",,,,
"1576",,"Blue Hill Ave @ Dudley St",,"42.325134","-71.07502",,,,
"1577",,"Blue Hill Ave @ Mt Pleasant Ave",,"42.325134","-71.075172",,,,
"15775",,"Revere St @ Sachem St",,"42.418678","-70.989769",,,,
"15778",,"Ocean Ave @  Chester Ave",,"42.41275","-70.990715",,,,
"1578",,"Blue Hill Ave @ Winthrop St",,"42.323505","-71.076302",,,,
"15787",,"Beach St @ Cary Ave",,"42.409309","-71.006889",,,,
"1579",,"Blue Hill Ave opp Stafford St",,"42.322151","-71.077232",,,,
"158",,"442 W Broadway",,"42.336231","-71.046722",,,,
"1580",,"Blue Hill Ave @ Irwin St",,"42.321136","-71.077606",,,,
"1581",,"Blue Hill Ave @ Clifford St",,"42.318909","-71.077812",,,,
"1582",,"Blue Hill Ave @ Edgewood St",,"42.317165","-71.078087",,,,
"15820",,"Blue Hill Ave @ Maywood St",,"42.315964","-71.07827",,,,
"1583",,"Blue Hill Ave @ Quincy St",,"42.314713","-71.078835",,,,
"15832",,"267 Cooledge St",,"42.417473","-71.018265",,,,
"1584",,"Blue Hill Ave @ Gaston St",,"42.313324","-71.079681",,,,
"1585",,"Blue Hill Ave @ Brunswick St",,"42.311462","-71.081146",,,,
"15857",,"Sumner St @ Orleans St",,"42.368122","-71.038155",,,,
"1586",,"Blue Hill Av @ Stanwood St",,"42.310158","-71.082169",,,,
"1587",,"Franklin Park Zoo @ Entrance",,"42.303139","-71.085945",,,,
"1589",,"Western Ave @ Riverdale St",,"42.363163","-71.132034",,,,
"159",,"W Broadway @ F St",,"42.336945","-71.047874",,,,
"1592",,"Ruggles St @ Tremont St",,"42.334743","-71.088478",,,,
"1593",,"Ruggles St @ Shawmut Ave",,"42.332088","-71.084206",,,,
"15940",,"Grove St @ Walnut St",,"42.453182","-71.064796",,,,
"15945",,"Lebanaon St @ Naples Rd",,"42.445641","-71.057007",,,,
"15969",,"Washington St opp Brazil St",,"42.442184","-71.07196",,,,
"15970",,"Pleasant St opp Converse Ln",,"42.44632","-71.071747",,,,
"15971",,"Pleasant St opp Gould St",,"42.447987","-71.071533",,,,
"15974",,"Pleasant St opp Everett St",,"42.450619","-71.070389",,,,
"15975",,"Wyoming Ave @ Cottage St",,"42.452847","-71.071899",,,,
"15976",,"Wyoming Ave @ Cleveland St",,"42.453712","-71.074852",,,,
"15977",,"Wyoming Ave @ Whittier St",,"42.454334","-71.076881",,,,
"15978",,"Wyoming Ave @ Ravine Terr",,"42.455006","-71.079201",,,,
"15979",,"Wyoming Ave @ Fellsway E",,"42.456131","-71.083107",,,,
"15982",,"Main St @ South St",,"42.465908","-71.100693",,,,
"15983",,"550 Main St",,"42.470829","-71.100731",,,,
"15984",,"Main St @ Summer St",,"42.474133","-71.100662",,,,
"15985",,"Main St @ Hancock St",,"42.47636","-71.100418",,,,
"15986",,"Main St @ Franklin St",,"42.478794","-71.100113",,,,
"15987",,"Main St @ William St",,"42.484909","-71.100044",,,,
"15988",,"Main St @ Elm St",,"42.486771","-71.099968",,,,
"15989",,"Redstone Shopping Center",,"42.495045","-71.100685",,,,
"15990",,"159 Main St opp Collincote St",,"42.491711","-71.100601",,,,
"15992",,"Main St opp Franklin St",,"42.478867","-71.100342",,,,
"15993",,"Main St @ Hancock St",,"42.476555","-71.100639",,,,
"15994",,"Main St @ Summer St",,"42.474289","-71.100883",,,,
"15995",,"Main St @ Graystone Rd",,"42.470161","-71.100906",,,,
"15999",,"Wyoming Ave @ Fellsway E",,"42.456028","-71.083061",,,,
"16",,"Dorchester St @ Old Colony Ave",,"42.331638","-71.05291",,,,
"160",,"W Broadway @ E St",,"42.337936","-71.0494",,,,
"1600",,"Lexington St @ College Farm Rd",,"42.399921","-71.234291",,,,
"16000",,"Wyoming Ave @ Ravine Rd",,"42.454762","-71.078728",,,,
"16001",,"Wyoming Ave @ Melbourne Ave",,"42.454311","-71.077156",,,,
"1601",,"Opp 617 Lexington St - Waltham HS",,"42.396557","-71.235847",,,,
"1602",,"Lexington St opp Stanley Rd",,"42.394764","-71.236839",,,,
"1604",,"Lexington St @ Curve St",,"42.393124","-71.23774",,,,
"1605",,"Lexington St @ Lincoln St",,"42.391678","-71.238564",,,,
"1606",,"Bacon St @ Clark Ln",,"42.388008","-71.240189",,,,
"1607",,"Bacon St @ Greenwood Ln",,"42.386673","-71.240623",,,,
"1608",,"Bacon St @ Kendall Pk",,"42.385002","-71.241165",,,,
"1609",,"Bacon St @ Dale St",,"42.384132","-71.24144",,,,
"161",,"W Broadway @ D St",,"42.338928","-71.050949",,,,
"16102",,"Congress St opp Shetland Pk",,"42.51775","-70.88942",,,,
"16118",,"Loring Ave @ Station Rd",,"42.497578","-70.894997",,,,
"1612",,"W Boundary Rd @ Cedarcrest Ln",,"42.26236","-71.146599",,,,
"16126",,"1000 Loring Ave",,"42.485146","-70.90374",,,,
"1613",,"W Boundary Rd @ Ohrenberger School",,"42.261063","-71.147072",,,,
"16131",,"Essex St @ Jackson Pk",,"42.478054","-70.918442",,,,
"16132",,"Essex St opp Burrill St",,"42.475937","-70.921707",,,,
"1614",,"W Boundary Rd @ Georgetown Dr",,"42.259331","-71.145546",,,,
"1615",,"Margaretta Dr @ Georgetown Dr",,"42.257618","-71.145226",,,,
"16156",,"Opp 1000 Loring Ave",,"42.485065","-70.903633",,,,
"1616",,"Margaretta Dr @ Crownpoint Dr",,"42.257423","-71.146393",,,,
"1617",,"Opp 67 Crown Point Dr",,"42.257217","-71.146431",,,,
"16170",,"Loring Ave @ Salem State",,"42.50473","-70.89119",,,,
"16177",,"Lafayette @ Leavitt St",,"42.514473","-70.892456",,,,
"1618",,"84 Georgetown Pl",,"42.255707","-71.143814",,,,
"162",,"W Broadway @ C St",,"42.339931","-71.05249",,,,
"1620",,"Georgetown Dr @ Margaretta Rd",,"42.257488","-71.144936",,,,
"1621",,"W Boundary Rd @ Georgetown Dr",,"42.259357","-71.145401",,,,
"1622",,"W Boundary Rd @ Ohrenberger School",,"42.261135","-71.146957",,,,
"1623",,"W Boundary Rd @ Cedarcrest Rd",,"42.262695","-71.146362",,,,
"1627",,"Liberty St @ Water St",,"42.240601","-71.005959",,,,
"1628",,"Liberty St @ Quincy St",,"42.239262","-71.007202",,,,
"1629",,"Liberty St @ Brook Rd",,"42.238781","-71.008034",,,,
"163",,"W Broadway @ B St",,"42.340923","-71.054031",,,,
"1630",,"Trafford St @ Brooks Ave",,"42.238132","-71.009918",,,,
"16304",,"High St opp Harvard Ave",,"42.421291","-71.132973",,,,
"16305",,"High St @ Johnson Ave",,"42.42157","-71.13485",,,,
"1631",,"Trafford St @ Taber St",,"42.236874","-71.010941",,,,
"16316",,"High St @ Harvard Ave",,"42.421227","-71.133224",,,,
"1632",,"Opp 86 Trafford St",,"42.236504","-71.011307",,,,
"1633",,"Centre St @ Intervale St",,"42.236366","-71.013359",,,,
"1634",,"Centre St @ Brooks Ave",,"42.238064","-71.015083",,,,
"1635",,"Centre St @ Granite St",,"42.239738","-71.016754",,,,
"16358",,"River St @ Walter St",,"42.257523","-71.119476",,,,
"1636",,"Centre St @ Kent St",,"42.241009","-71.018784",,,,
"16360",,"River St @ Maida Terr",,"42.261101","-71.113312",,,,
"16361",,"Metropolitan Ave @ Central Ave",,"42.263905","-71.118195",,,,
"16364",,"River St @ Holmfield Ave",,"42.263962","-71.101097",,,,
"16365",,"River St @ Tesla St",,"42.266453","-71.097191",,,,
"1637",,"West St @ Centre St",,"42.241993","-71.021492",,,,
"16372",,"River St @ Blake St",,"42.263412","-71.106689",,,,
"1638",,"West St @ Lyons St",,"42.241592","-71.022919",,,,
"1639",,"West St @ Ida St",,"42.240761","-71.024086",,,,
"16391",,"Fairmont Ave opp Nott St",,"42.254223","-71.119858",,,,
"1640",,"West St @ Doble St",,"42.2393","-71.025261",,,,
"16403",,"Summit St @ Neponset Ave",,"42.247307","-71.117851",,,,
"1641",,"West St @ Hayden St",,"42.238609","-71.025536",,,,
"1642",,"West St @ Wickford Ln",,"42.237225","-71.02639",,,,
"1643",,"West St @ Willard St",,"42.235783","-71.02845",,,,
"16434",,"Cummins Hwy @ American Legion Hwy",,"42.278591","-71.116127",,,,
"1644",,"Willard St opp Ames St",,"42.234814","-71.02861",,,,
"1645",,"Opp 710 Willard St",,"42.233791","-71.028931",,,,
"16458",,"Cummins Hwy @ Fairway St",,"42.268349","-71.09523",,,,
"16459",,"Cummins Hwy @ Regis Rd",,"42.269661","-71.097054",,,,
"1646",,"Willard St opp St Moritz Ave",,"42.232086","-71.029953",,,,
"16466",,"Hyde Park Ave @ Milton St",,"42.239098","-71.132172",,,,
"1647",,"Willard St opp Thistle Rd",,"42.229794","-71.030998",,,,
"16479",,"Hyde Park Ave @ Neponset Ave",,"42.286316","-71.118599",,,,
"1648",,"859 Willard St",,"42.227718","-71.031586",,,,
"1649",,"Granite St @ Wood Rd",,"42.226154","-71.032005",,,,
"16495",,"Hyde Park Ave opp Patten St",,"42.295067","-71.116943",,,,
"16498",,"Hyde Park Ave @ Metropolitan Ave",,"42.270477","-71.120682",,,,
"1650",,"Granite St opp S Shore Plaza",,"42.219822","-71.027557",,,,
"16500",,"960 American Legion Hwy",,"42.274349","-71.116562",,,,
"16535",,"Otis St @ Summer St",,"42.354244","-71.058502",,,,
"16537",,"Essex St @ Kingston St",,"42.352451","-71.059242",,,,
"16538",,"Bedford St @ Chauncy St",,"42.353275","-71.059639",,,,
"16539",,"Milk St @ Devonshire St",,"42.35677","-71.057434",,,,
"16540",,"Franklin St @ Washington St",,"42.356281","-71.059364",,,,
"16551",,"Congress St @ Franklin St",,"42.355518","-71.055611",,,,
"1657",,"Mystic St @ Rangely Rd",,"42.420452","-71.153",,,,
"1658",,"Mystic St @ Farrington St",,"42.421455","-71.153755",,,,
"1659",,"201 Mystic St",,"42.422245","-71.153801",,,,
"1660",,"Mystic St @ Davis Ave",,"42.423859","-71.15287",,,,
"16606",,"Beach Rd @ Surfside Rd",,"42.45755","-70.935806",,,,
"1661",,"Mystic St @ Beverley Rd",,"42.426434","-71.15197",,,,
"16616",,"Flash Rd @ Castle Rd",,"42.423439","-70.934769",,,,
"16618",,"Washington St @ Richards St",,"42.24337","-71.177139",,,,
"16619",,"Castle Rd @ Range Rd",,"42.421963","-70.934746",,,,
"1662",,"355 Mystic St",,"42.429375","-71.153152",,,,
"1663",,"449 Mystic St - Winchester Line",,"42.434586","-71.155357",,,,
"16642",,"Nahant Rd opp Greenlawn Cemetery",,"42.428078","-70.927467",,,,
"1665",,"Cambridge St @ Robinson Pk",,"42.43932","-71.152466",,,,
"16653",,"Market St @ Commuter Rail",,"42.46207","-70.947266",,,,
"1667",,"65 Cambridge St @ Winchester Boat Club",,"42.442181","-71.152",,,,
"16683",,"Broadway @ Mayfair St",,"42.490906","-70.958626",,,,
"1669",,"Cambridge St @ Glen Rd",,"42.444752","-71.152176",,,,
"167",,"Herald St @ Washington St",,"42.34663","-71.064453",,,,
"1670",,"Cambridge St @ Church St",,"42.446602","-71.153198",,,,
"1671",,"125 Cambridge St opp Oneida Rd",,"42.447521","-71.15416",,,,
"1672",,"Cambridge St @ Foxcroft Rd",,"42.449078","-71.155273",,,,
"1673",,"Cambridge St @ Wildwood St",,"42.451626","-71.156868",,,,
"16730",,"323 Walnut St",,"42.480217","-71.006706",,,,
"16734",,"Walnut St @ Sterling St",,"42.47382","-70.989204",,,,
"16739",,"Kings Hill Dr @ Castle Rising Ct",,"42.470181","-70.99115",,,,
"1674",,"Cambridge St @ Pond St",,"42.455879","-71.159508",,,,
"1675",,"353 Cambridge St",,"42.458069","-71.161232",,,,
"1676",,"376 Cambridge Rd - Woburn Line",,"42.459652","-71.163635",,,,
"1677",,"Cambridge Rd @ NE Rehab Hospital",,"42.46093","-71.165771",,,,
"16773",,"Union St @ Broad St",,"42.46196","-70.944939",,,,
"1678",,"Cambridge Rd @ Country Club Rd",,"42.46138","-71.168762",,,,
"1679",,"254 Cambridge Rd",,"42.461391","-71.171196",,,,
"168",,"Tremont St @ Appleton St",,"42.346714","-71.069115",,,,
"1680",,"Cambridge Rd opp Parker St",,"42.463497","-71.17392",,,,
"1681",,"Cambridge Rd @ Crawford Dr",,"42.46521","-71.175407",,,,
"1682",,"Cambridge Rd @ Litchfield Dr",,"42.466179","-71.176453",,,,
"1683",,"Cambridge Rd @ Russell St",,"42.467953","-71.178329",,,,
"1684",,"Cambridge Rd opp Revere Rd",,"42.470573","-71.180054",,,,
"1685",,"Cambridge Rd @ Surrey Circle",,"42.472866","-71.180397",,,,
"1686",,"Cambridge Rd @ Locust St",,"42.475552","-71.182137",,,,
"1687",,"Cambridge Rd @ Bedford Rd",,"42.479942","-71.185204",,,,
"1688",,"Cambridge St @ Ray Ave",,"42.481361","-71.186615",,,,
"16881",,"26 Cambridge St @ Cafe Escardrille",,"42.482128","-71.187408",,,,
"1689",,"Cambridge St opp Lincoln Knoll Ln",,"42.482841","-71.188232",,,,
"1690",,"Cambridge St @ Wall St",,"42.485687","-71.18988",,,,
"16901",,"Van De Graff Dr",,"42.483002","-71.197006",,,,
"1691",,"Cambridge St @ Burlington Mall Rd",,"42.491165","-71.192703",,,,
"1692",,"76 Cambridge St",,"42.492424","-71.193672",,,,
"1693",,"Cambridge St @ Birchcrest St",,"42.501183","-71.194778",,,,
"1694",,"Cambridge St @ Cedarwood Ln",,"42.501801","-71.19503",,,,
"1695",,"Cambridge St @ Bedford St",,"42.504906","-71.195786",,,,
"1696",,"Cambridge St @ Olympian Ave",,"42.506409","-71.195702",,,,
"1697",,"Cambridge St @ Winn St",,"42.510059","-71.199211",,,,
"16971",,"Cambridge St opp Terry Ave",,"42.510715","-71.2005",,,,
"1698",,"Cambridge St @ Skilton Ln",,"42.512493","-71.202026",,,,
"1699",,"Cambridge St @ Pontos Ave",,"42.514999","-71.205009",,,,
"17",,"Dorchester St @ E 8th St",,"42.332729","-71.051147",,,,
"17000",,"325 Boylston St",,"42.319439","-71.180977",,,,
"17001",,"280 Boylston St",,"42.319286","-71.179314",,,,
"17002",,"Opp 40 Second Ave",,"42.394691","-71.264603",,,,
"17003",,"293 Second Ave",,"42.388367","-71.26461",,,,
"17005",,"Bear Hill Rd  opp Second Ave",,"42.387104","-71.265579",,,,
"17006",,"300 Bear Hill Rd",,"42.386253","-71.265739",,,,
"17007",,"40 Second Ave  PAR Center",,"42.395481","-71.264282",,,,
"17008",,"293 Bear Hill Rd",,"42.385967","-71.265099",,,,
"17009",,"211 Bear Hill Rd",,"42.383171","-71.265457",,,,
"17011",,"Wyman St @ Winter St",,"42.397114","-71.260826",,,,
"1706",,"Blue Hill Ave @ Harvard St",,"42.294571","-71.088234",,,,
"1708",,"Blue Hill Ave @ Paxton St",,"42.292271","-71.088997",,,,
"1709",,"Blue Hill Ave @ Greenock St",,"42.289654","-71.089874",,,,
"17091",,"Terminal A",,"42.364403","-71.021484",,,,
"17093",,"Terminal B Stop 2",,"42.36446","-71.018814",,,,
"17094",,"Terminals C & D",,"42.367477","-71.018143",,,,
"17095",,"Terminal E",,"42.370258","-71.020462",,,,
"17096",,"Congress @ World Trade Center Sta",,"42.348125","-71.042221",,,,
"171",,"Berkeley St @ Columbus Ave",,"42.348583","-71.071716",,,,
"1710",,"Blue Hill Ave @ Hansborough St",,"42.288002","-71.090408",,,,
"17100",,"Dodge St @ Enon St",,"42.5826","-70.884438",,,,
"17101",,"Opp 22 Enon St",,"42.584702","-70.884575",,,,
"17102",,"Enon St @ Lakeview Ave",,"42.584625","-70.884682",,,,
"1711",,"Blue Hill Ave @ Havelock St",,"42.28619","-71.091019",,,,
"1713",,"Blue Hill Ave @ Goodale Rd",,"42.28244","-71.092278",,,,
"17130",,"Blue Hill Ave opp Clarkwood St",,"42.280815","-71.092819",,,,
"1714",,"Blue Hill Ave @ Wellington Hill St",,"42.279549","-71.093246",,,,
"17142",,"Winter St @ Bridge St",,"42.526543","-70.891029",,,,
"17143",,"Winter St @ Washingtom St",,"42.524929","-70.889664",,,,
"17144",,"Hawthorne Blvd @ Essex St",,"42.522575","-70.890579",,,,
"1715",,"Blue Hill Ave @ Hazelton St",,"42.278526","-71.093582",,,,
"17150",,"Derby St @ Lafayette St",,"42.519566","-70.893234",,,,
"17153",,"Hawthorne Blvd @ Derby St",,"42.520855","-70.890083",,,,
"17154",,"Hawthorne Blvd @ Washington Sq S",,"42.522865","-70.890518",,,,
"17155",,"Winter St @ Washington St",,"42.525017","-70.889572",,,,
"1716",,"Blue Hill Ave @ Mattapan St",,"42.276592","-71.093719",,,,
"17166",,"Cabot St @ Stone St",,"42.542892","-70.883522",,,,
"1717",,"Blue Hill Ave @ Almont St",,"42.274197","-71.093803",,,,
"17170",,"Cabot St @ Essex St",,"42.549183","-70.878059",,,,
"1718",,"Blue Hill Ave @ Woodhaven St",,"42.273163","-71.093819",,,,
"1719",,"Blue Hill Ave @ Regis Rd",,"42.271542","-71.093857",,,,
"1720",,"Blue Hill Ave @ Mattapan Sq",,"42.268772","-71.093956",,,,
"1721",,"Blue Hill Ave @ River St",,"42.26717","-71.093613",,,,
"1722",,"1624 Blue Hill Ave @ Mattapan Sq",,"42.268818","-71.093521",,,,
"1723",,"Blue Hill Ave @ Babson St",,"42.270264","-71.093468",,,,
"1724",,"Blue Hill Ave opp Woodhaven St",,"42.272991","-71.093399",,,,
"1725",,"1458 Blue Hill Ave opp Almont St",,"42.274933","-71.09333",,,,
"17255",,"Boston St opp Ford St",,"42.477215","-70.957169",,,,
"1726",,"Blue Hill Ave @ Norfolk St",,"42.276028","-71.093285",,,,
"1728",,"Blue Hill Ave @ Wilmore St",,"42.278408","-71.093147",,,,
